Student_ID,Full_Name,Gender,Date_of_Birth,Age_at_Graduation,Nationality,State_of_Origin,Admission_Year,Graduation_Year,Graduation_Date,Department,Faculty,Program,Final_CGPA,Class_of_Degree,Graduation_Status,Honors_or_Awards
YCT11884,Tobiloba Adedeji,Male,1997-03-28,26,Nigerian,Bayelsa,2021,2023,2023-07-21,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.01,Fail,Fail out,
YCT11885,Ugochi Ibe,Female,1994-12-22,27,Nigerian,Borno,2019,2021,2021-01-25,ND Computer Science,Science,ND Computer Science,3.58,Distinction,Graduated,Dean's List
YCT11886,Uche Olawale,Male,2003-11-28,19,Nigerian,Kebbi,2020,2022,2022-07-19,ND Business Administration,Management Sciences,ND Business Administration,2.49,Pass,Graduated,
YCT11887,Michael Ali,Male,2000-01-05,25,Nigerian,Imo,2023,2025,2025-04-22,ND Accountancy,Management Sciences,ND Accountancy,1.38,Fail,Fail out,
YCT11888,Ifeanyi Abubakar,Male,1996-03-21,26,Nigerian,Adamawa,2020,2022,2022-07-12,ND Business Administration,Management Sciences,ND Business Administration,1.69,Fail,Fail out,
YCT11889,Hadiza Nwachukwu,Female,2006-06-04,18,Nigerian,Jigawa,2022,2024,2024-04-03,ND Accountancy,Management Sciences,ND Accountancy,0.36,Fail,Fail out,
YCT11890,Abimbola Osho,Female,2001-06-04,24,Nigerian,Bauchi,2023,2025,2025-06-05,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.33,Pass,Graduated,
YCT11891,Sulaiman Osho,Male,1993-09-24,26,Nigerian,Bauchi,2017,2019,2019-11-15,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.59,Lower Credit,Graduated,
YCT11892,Ibrahim Musa,Male,1999-07-03,21,Nigerian,Sokoto,2018,2020,2020-02-10,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.95,Fail,Fail out,
YCT11893,Femi Abimbola,Male,1998-11-14,25,Nigerian,Nasarawa,2021,2023,2023-10-18,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.52,Fail,Fail out,
YCT11894,Samuel Jimoh,Male,1999-09-28,26,Nigerian,Benue,2023,2025,2025-08-04,ND Accountancy,Management Sciences,ND Accountancy,2.77,Lower Credit,Graduated,
YCT11895,Fatima Lawal,Female,2002-11-18,20,Nigerian,Bayelsa,2020,2022,2022-10-07,ND Accountancy,Management Sciences,ND Accountancy,0.01,Fail,Fail out,
YCT11896,John Olatunji,Male,1993-03-08,26,Nigerian,Ebonyi,2017,2019,2019-07-02,HND Accountancy,Management Sciences,HND Accountancy,3.03,Upper Credit,Graduated,
YCT11897,Chukwuemeka Nwachukwu,Male,1993-07-24,26,Nigerian,Lagos,2017,2019,2019-11-08,ND Business Administration,Management Sciences,ND Business Administration,2.34,Pass,Graduated,
YCT11898,John Ali,Male,1996-09-05,27,Nigerian,Bayelsa,2021,2023,2023-06-26,ND Business Administration,Management Sciences,ND Business Administration,2.67,Lower Credit,Graduated,
YCT11899,Sulaiman Ebong,Male,2000-06-22,19,Nigerian,Akwa Ibom,2017,2019,2019-07-19,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.64,Fail,Fail out,
YCT11900,Ngozi Osagie,Female,2002-12-15,20,Nigerian,Rivers,2020,2022,2022-06-07,ND Accountancy,Management Sciences,ND Accountancy,1.15,Fail,Fail out,
YCT11901,Mercy Utomi,Female,2001-09-24,23,Nigerian,Nasarawa,2022,2024,2024-05-07,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.24,Pass,Graduated,
YCT11902,Ọláchukwu Jimoh,Female,1992-10-03,27,Nigerian,FCT,2017,2019,2019-12-28,HND Computer Science,Science,HND Computer Science,3.88,Distinction,Graduated,Best Graduating Student
YCT11903,Aisha Saleh,Female,1996-06-12,24,Nigerian,FCT,2018,2020,2020-10-14,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.62,Lower Credit,Graduated,
YCT11904,Blessing Oyedepo,Female,1996-09-05,23,Nigerian,Ogun,2017,2019,2019-01-06,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.32,Fail,Fail out,
YCT11905,Folashade Musa,Female,2005-05-24,18,Nigerian,Jigawa,2021,2023,2023-06-25,ND Architecture,Environmental Design,ND Architecture,3.55,Distinction,Graduated,Dean's List
YCT11906,Chibuzor Ali,Male,1995-05-02,24,Nigerian,Nasarawa,2017,2019,2019-12-19,ND Accountancy,Management Sciences,ND Accountancy,1.81,Fail,Fail out,
YCT11907,Folashade Ibrahim,Female,1996-05-07,25,Nigerian,Plateau,2019,2021,2021-06-13,ND Architecture,Environmental Design,ND Architecture,3.86,Distinction,Graduated,Best Graduating Student
YCT11908,John Ahmed,Male,1993-12-27,26,Nigerian,Anambra,2017,2019,2019-05-10,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.34,Fail,Fail out,
YCT11909,Ngozi Ajayi,Female,2006-07-07,19,Nigerian,Abia,2023,2025,2025-03-07,ND Architecture,Environmental Design,ND Architecture,3.25,Upper Credit,Graduated,
YCT11910,Blessing Ogunbiyi,Female,2002-09-22,21,Nigerian,Bayelsa,2021,2023,2023-03-03,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.38,Upper Credit,Graduated,Dean's List
YCT11911,Tolulope Okoye,Female,1994-10-15,25,Nigerian,Gombe,2017,2019,2019-05-23,ND Architecture,Environmental Design,ND Architecture,3.99,Distinction,Graduated,Gold Medalist
YCT11912,Tunde Olawale,Male,2006-07-09,19,Nigerian,Bayelsa,2023,2025,2025-08-03,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.51,Lower Credit,Graduated,
YCT11913,Chinedu Ibrahim,Male,1997-06-26,24,Nigerian,Abia,2019,2021,2021-11-21,HND Business Administration,Management Sciences,HND Business Administration,2.43,Pass,Graduated,
YCT11914,Femi Eze,Male,1998-03-28,26,Nigerian,Edo,2022,2024,2024-01-09,ND Computer Science,Science,ND Computer Science,1.77,Fail,Fail out,
YCT11915,John Kolawole,Male,2000-07-24,22,Nigerian,Kebbi,2020,2022,2022-07-19,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.52,Distinction,Graduated,Dean's List
YCT11916,Chinelo Onyeka,Female,1993-01-22,27,Nigerian,Borno,2018,2020,2020-03-19,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,2.62,Lower Credit,Graduated,
YCT11917,Chinedu Adedeji,Male,1994-05-18,26,Nigerian,Plateau,2018,2020,2020-06-17,ND Computer Science,Science,ND Computer Science,1.79,Fail,Fail out,
YCT11918,Ọláchukwu Adeoye,Female,2003-05-26,19,Nigerian,Akwa Ibom,2020,2022,2022-02-02,HND Architecture,Environmental Design,HND Architecture,2.07,Pass,Graduated,
YCT11919,Samuel Ajayi,Male,2005-02-12,18,Nigerian,Osun,2021,2023,2023-05-21,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.91,Fail,Fail out,
YCT11920,Sulaiman Okoro,Male,1999-10-12,21,Nigerian,Bauchi,2018,2020,2020-07-26,HND Computer Science,Science,HND Computer Science,0.69,Fail,Fail out,
YCT11921,Tunde Adeoye,Male,2006-06-15,18,Nigerian,Lagos,2022,2024,2024-02-24,ND Architecture,Environmental Design,ND Architecture,1.58,Fail,Fail out,
YCT11922,Folashade Yakubu,Female,1996-06-13,24,Nigerian,Kaduna,2018,2020,2020-08-13,ND Computer Science,Science,ND Computer Science,2.58,Lower Credit,Graduated,
YCT11923,Tunde Eze,Male,2002-05-27,20,Nigerian,Kebbi,2020,2022,2022-01-16,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.04,Fail,Fail out,
YCT11924,Aisha Abubakar,Female,2004-06-02,19,Nigerian,Cross River,2021,2023,2023-09-15,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.98,Fail,Fail out,
YCT11925,Abimbola Utomi,Female,1994-04-07,26,Nigerian,Edo,2018,2020,2020-08-02,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.07,Upper Credit,Graduated,
YCT11926,Ifeanyi Oyedepo,Male,2001-02-09,24,Nigerian,FCT,2023,2025,2025-05-13,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.43,Upper Credit,Graduated,Dean's List
YCT11927,Fatima Ogunlana,Female,1994-04-14,25,Nigerian,FCT,2017,2019,2019-01-14,ND Business Administration,Management Sciences,ND Business Administration,1.85,Fail,Fail out,
YCT11928,Abike Eze,Female,2000-05-28,20,Nigerian,Taraba,2018,2020,2020-10-15,HND Accountancy,Management Sciences,HND Accountancy,1.39,Fail,Fail out,
YCT11929,Yetunde Abubakar,Female,2004-12-15,19,Nigerian,Nasarawa,2021,2023,2023-08-06,ND Business Administration,Management Sciences,ND Business Administration,1.03,Fail,Fail out,
YCT11930,Femi Yakubu,Male,1997-01-26,27,Nigerian,Ekiti,2022,2024,2024-08-19,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.49,Fail,Fail out,
YCT11931,Hadiza Okoro,Female,1998-08-25,27,Nigerian,Niger,2023,2025,2025-04-18,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.1,Fail,Fail out,
YCT11932,Seun Olawale,Male,1995-07-13,25,Nigerian,Ekiti,2018,2020,2020-06-06,HND Computer Science,Science,HND Computer Science,2.86,Lower Credit,Graduated,
YCT11933,Oluseyi Utomi,Male,1998-04-08,21,Nigerian,Rivers,2017,2019,2019-08-15,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.25,Pass,Graduated,
YCT11934,Amaka Ebong,Female,1998-08-22,27,Nigerian,Gombe,2023,2025,2025-01-11,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.16,Pass,Withheld,
YCT11935,David Okoro,Male,2004-11-11,19,Nigerian,Bauchi,2021,2023,2023-10-14,HND Business Administration,Management Sciences,HND Business Administration,3.77,Distinction,Graduated,Best Graduating Student
YCT11936,Chiamaka Onyeka,Female,2003-04-13,21,Nigerian,Rivers,2022,2024,2024-01-16,HND Architecture,Environmental Design,HND Architecture,2.13,Pass,Graduated,
YCT11937,Fatima Ebong,Female,1997-05-07,27,Nigerian,Taraba,2022,2024,2024-10-19,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.6,Distinction,Graduated,Dean's List
YCT11938,Chiamaka Balogun,Female,2005-04-09,18,Nigerian,Ebonyi,2021,2023,2023-03-22,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.98,Distinction,Graduated,Gold Medalist
YCT11939,Fatima Okafor,Female,2000-12-19,22,Nigerian,Lagos,2020,2022,2022-10-16,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.88,Fail,Fail out,
YCT11940,Ngozi Ibe,Female,2004-10-24,21,Nigerian,Kwara,2023,2025,2025-03-23,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.66,Fail,Fail out,
YCT11941,Abimbola Osho,Female,2003-07-27,18,Nigerian,Ebonyi,2019,2021,2021-09-13,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,2.02,Pass,Graduated,
YCT11942,Chukwuemeka Okafor,Male,2002-11-23,18,Nigerian,Kwara,2018,2020,2020-10-08,ND Architecture,Environmental Design,ND Architecture,2.1,Pass,Graduated,
YCT11943,Uche Olawale,Male,2004-05-25,21,Nigerian,Sokoto,2023,2025,2025-08-02,ND Computer Science,Science,ND Computer Science,1.95,Fail,Fail out,
YCT11944,Michael Adedeji,Male,1997-12-26,27,Nigerian,FCT,2022,2024,2024-11-14,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.82,Fail,Fail out,
YCT11945,Abike Osho,Female,1999-09-20,25,Nigerian,Edo,2022,2024,2024-11-13,ND Business Administration,Management Sciences,ND Business Administration,2.45,Pass,Graduated,
YCT11946,Ngozi Oyedepo,Female,2000-04-27,21,Nigerian,Kano,2019,2021,2021-11-05,HND Accountancy,Management Sciences,HND Accountancy,2.31,Pass,Graduated,
YCT11947,Tolulope Jimoh,Female,1999-12-19,25,Nigerian,Katsina,2022,2024,2024-09-11,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.5,Fail,Fail out,
YCT11948,Chinedu Bello,Male,1993-11-16,26,Nigerian,Osun,2017,2019,2019-03-23,ND Accountancy,Management Sciences,ND Accountancy,1.26,Fail,Fail out,
YCT11949,Chinelo Olawale,Female,1999-01-23,20,Nigerian,Jigawa,2017,2019,2019-06-21,HND Accountancy,Management Sciences,HND Accountancy,3.96,Distinction,Graduated,Best Graduating Student
YCT11950,Tunde Okechukwu,Male,2003-06-22,18,Nigerian,Lagos,2019,2021,2021-04-21,HND Accountancy,Management Sciences,HND Accountancy,2.02,Pass,Graduated,
YCT11951,Aisha Okoro,Female,1993-03-06,26,Nigerian,Delta,2017,2019,2019-07-21,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.6,Distinction,Graduated,Dean's List
YCT11952,Hadiza Eze,Female,2002-06-27,21,Nigerian,Ogun,2021,2023,2023-05-08,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.88,Fail,Fail out,
YCT11953,Patrick Ebong,Male,2004-04-16,21,Nigerian,Gombe,2023,2025,2025-06-20,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.53,Fail,Fail out,
YCT11954,Amaka Eze,Female,1997-07-01,24,Nigerian,Kogi,2019,2021,2021-11-12,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.63,Lower Credit,Graduated,
YCT11955,Chukwuemeka Osho,Male,2004-08-12,19,Nigerian,Lagos,2021,2023,2023-07-17,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.99,Fail,Fail out,
YCT11956,Femi Okonkwo,Male,1993-01-27,26,Nigerian,FCT,2017,2019,2019-06-28,HND Computer Science,Science,HND Computer Science,2.64,Lower Credit,Graduated,
YCT11957,Hadiza Yakubu,Female,1994-05-20,27,Nigerian,Ogun,2019,2021,2021-08-04,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.53,Fail,Fail out,
YCT11958,Seun Ibrahim,Male,1998-10-10,27,Nigerian,Oyo,2023,2025,2025-02-19,ND Accountancy,Management Sciences,ND Accountancy,2.48,Pass,Graduated,
YCT11959,Tunde Adedeji,Male,1998-09-20,23,Nigerian,Osun,2019,2021,2021-03-25,HND Architecture,Environmental Design,HND Architecture,3.02,Upper Credit,Graduated,
YCT11960,Christy Okoro,Female,2001-11-20,18,Nigerian,Niger,2017,2019,2019-10-14,ND Computer Science,Science,ND Computer Science,0.09,Fail,Fail out,
YCT11961,Fatima Osho,Female,2000-04-06,24,Nigerian,Ebonyi,2022,2024,2024-01-04,HND Computer Science,Science,HND Computer Science,0.22,Fail,Fail out,
YCT11962,Oluseyi Adedeji,Male,2004-08-06,18,Nigerian,Delta,2020,2022,2022-11-24,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.3,Fail,Fail out,
YCT11963,Emeka Jimoh,Male,2003-11-14,19,Nigerian,Abia,2020,2022,2022-09-03,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.14,Pass,Graduated,
YCT11964,Chiamaka Ogunlana,Female,1997-07-19,24,Nigerian,Kano,2019,2021,2021-08-26,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.8,Fail,Fail out,
YCT11965,Ibrahim Okafor,Male,1995-09-23,26,Nigerian,Kogi,2019,2021,2021-04-16,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.87,Lower Credit,Graduated,
YCT11966,Christy Musa,Female,1997-12-20,23,Nigerian,Bauchi,2018,2020,2020-06-27,ND Computer Science,Science,ND Computer Science,1.41,Fail,Fail out,
YCT11967,Tunde Okoro,Male,2000-10-13,21,Nigerian,Niger,2019,2021,2021-04-22,ND Architecture,Environmental Design,ND Architecture,1.44,Fail,Fail out,
YCT11968,John Ahmed,Male,2001-07-26,22,Nigerian,Katsina,2021,2023,2023-07-19,HND Computer Science,Science,HND Computer Science,1.69,Fail,Fail out,
YCT11969,Emeka Lawal,Male,2007-11-07,18,Nigerian,Adamawa,2023,2025,2025-03-09,HND Architecture,Environmental Design,HND Architecture,2.18,Pass,Graduated,
YCT11970,Tolulope Jimoh,Female,1999-06-21,21,Nigerian,Kano,2018,2020,2020-08-04,ND Computer Science,Science,ND Computer Science,3.24,Upper Credit,Graduated,
YCT11971,Emeka Yakubu,Male,2002-04-08,20,Nigerian,Imo,2020,2022,2022-02-22,ND Architecture,Environmental Design,ND Architecture,2.05,Pass,Graduated,
YCT11972,Chibuzor Eze,Male,2003-07-17,21,Nigerian,Imo,2022,2024,2024-04-08,ND Business Administration,Management Sciences,ND Business Administration,1.0,Fail,Fail out,
YCT11973,Abimbola Abimbola,Female,2003-10-09,19,Nigerian,Borno,2020,2022,2022-08-15,HND Architecture,Environmental Design,HND Architecture,2.05,Pass,Graduated,
YCT11974,John Ogunleye,Male,1995-07-27,27,Nigerian,Kwara,2020,2022,2022-01-03,ND Architecture,Environmental Design,ND Architecture,0.54,Fail,Fail out,
YCT11975,Uche Ogunlana,Male,2000-11-27,20,Nigerian,Gombe,2018,2020,2020-08-26,ND Business Administration,Management Sciences,ND Business Administration,2.11,Pass,Graduated,
YCT11976,Chibuzor Bello,Male,1999-05-09,22,Nigerian,Bauchi,2019,2021,2021-07-20,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.97,Fail,Fail out,
YCT11977,Femi Oladele,Male,2002-01-10,20,Nigerian,FCT,2020,2022,2022-01-01,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.68,Fail,Fail out,
YCT11978,Samuel Olatunji,Male,1995-01-08,26,Nigerian,Anambra,2019,2021,2021-08-24,HND Accountancy,Management Sciences,HND Accountancy,1.51,Fail,Fail out,
YCT11979,Temitope Okoye,Male,1999-02-25,25,Nigerian,Delta,2022,2024,2024-11-17,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.75,Distinction,Graduated,Dean's List
YCT11980,Tolulope Ogunbiyi,Female,2003-06-21,20,Nigerian,Sokoto,2021,2023,2023-06-11,ND Accountancy,Management Sciences,ND Accountancy,3.32,Upper Credit,Graduated,
YCT11981,Fatima Abimbola,Female,1996-08-19,24,Nigerian,Lagos,2018,2020,2020-11-09,ND Business Administration,Management Sciences,ND Business Administration,1.43,Fail,Fail out,
YCT11982,Hadiza Ogunbiyi,Female,1999-04-28,25,Nigerian,Cross River,2022,2024,2024-12-25,HND Architecture,Environmental Design,HND Architecture,3.61,Distinction,Graduated,Dean's List
YCT11983,Femi Abubakar,Male,2002-01-15,19,Nigerian,Lagos,2019,2021,2021-05-03,HND Architecture,Environmental Design,HND Architecture,2.46,Pass,Graduated,
YCT11984,Tolulope Oladele,Female,1998-05-07,27,Nigerian,Sokoto,2023,2025,2025-07-03,HND Accountancy,Management Sciences,HND Accountancy,1.14,Fail,Fail out,
YCT11985,Tunde Ogunlana,Male,1998-11-04,22,Nigerian,Rivers,2018,2020,2020-07-15,ND Computer Science,Science,ND Computer Science,0.52,Fail,Fail out,
YCT11986,Amaka Olawale,Female,1995-03-23,27,Nigerian,FCT,2020,2022,2022-10-11,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.43,Fail,Fail out,
YCT11987,Chukwuemeka Ahmed,Male,1996-06-12,26,Nigerian,Kaduna,2020,2022,2022-03-03,HND Accountancy,Management Sciences,HND Accountancy,1.05,Fail,Fail out,
YCT11988,Chinelo Ali,Female,1997-02-02,26,Nigerian,Akwa Ibom,2021,2023,2023-03-28,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.15,Pass,Graduated,
YCT11989,John Adebayo,Male,2006-05-24,19,Nigerian,Osun,2023,2025,2025-06-20,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.22,Fail,Fail out,
YCT11990,David Ahmed,Male,1997-02-16,27,Nigerian,FCT,2022,2024,2024-11-05,ND Business Administration,Management Sciences,ND Business Administration,0.91,Fail,Fail out,
YCT11991,Abike Enahoro,Female,2002-04-09,21,Nigerian,Anambra,2021,2023,2023-03-13,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.94,Fail,Fail out,
YCT11992,Chukwuemeka Adeoye,Male,1996-01-12,24,Nigerian,Kebbi,2018,2020,2020-02-11,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.28,Fail,Fail out,
YCT11993,Abdullahi Ogunleye,Male,2001-06-21,24,Nigerian,Imo,2023,2025,2025-04-13,ND Computer Science,Science,ND Computer Science,0.48,Fail,Fail out,
YCT11994,Chukwuemeka Ogunbiyi,Male,1995-01-22,24,Nigerian,Gombe,2017,2019,2019-11-17,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.43,Pass,Graduated,
YCT11995,Abimbola Onyeka,Female,2002-08-16,22,Nigerian,Kwara,2022,2024,2024-01-07,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.52,Distinction,Graduated,Dean's List
YCT11996,Esther Oyedepo,Female,1995-12-09,27,Nigerian,Plateau,2020,2022,2022-03-06,ND Accountancy,Management Sciences,ND Accountancy,1.5,Fail,Fail out,
YCT11997,Oluseyi Ali,Male,1999-08-13,22,Nigerian,Kebbi,2019,2021,2021-08-01,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.28,Fail,Fail out,
YCT11998,Abdullahi Osagie,Male,2000-02-28,19,Nigerian,Taraba,2017,2019,2019-03-23,ND Architecture,Environmental Design,ND Architecture,1.08,Fail,Fail out,
YCT11999,Folashade Ajayi,Female,1999-01-07,26,Nigerian,Osun,2023,2025,2025-01-19,ND Architecture,Environmental Design,ND Architecture,0.67,Fail,Fail out,
YCT12000,Tobiloba Jimoh,Male,2001-08-28,18,Nigerian,Edo,2017,2019,2019-05-15,ND Architecture,Environmental Design,ND Architecture,3.96,Distinction,Graduated,Best Graduating Student
YCT12001,Tobiloba Ogunleye,Male,2004-07-15,19,Nigerian,Kaduna,2021,2023,2023-05-01,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.33,Pass,Graduated,
YCT12002,Folashade Nwachukwu,Female,1997-03-25,25,Nigerian,Borno,2020,2022,2022-08-25,ND Accountancy,Management Sciences,ND Accountancy,3.41,Upper Credit,Withheld,Dean's List
YCT12003,Fatima Ibe,Female,2006-02-07,18,Nigerian,Kaduna,2022,2024,2024-06-08,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.02,Upper Credit,Graduated,
YCT12004,Mercy Adedeji,Female,1996-09-20,25,Nigerian,Ogun,2019,2021,2021-02-16,ND Accountancy,Management Sciences,ND Accountancy,1.24,Fail,Fail out,
YCT12005,Yetunde Musa,Female,1995-03-18,24,Nigerian,Ekiti,2017,2019,2019-07-08,ND Business Administration,Management Sciences,ND Business Administration,3.59,Distinction,Graduated,Dean's List
YCT12006,Folashade Osho,Female,2003-01-04,18,Nigerian,Delta,2019,2021,2021-11-19,HND Architecture,Environmental Design,HND Architecture,1.96,Fail,Fail out,
YCT12007,Samuel Okonkwo,Male,2003-06-26,22,Nigerian,Niger,2023,2025,2025-01-12,HND Computer Science,Science,HND Computer Science,0.47,Fail,Fail out,
YCT12008,Fatima Ibrahim,Female,2002-04-10,22,Nigerian,FCT,2022,2024,2024-05-15,HND Architecture,Environmental Design,HND Architecture,1.43,Fail,Fail out,
YCT12009,Ugochi Saleh,Female,1996-03-11,23,Nigerian,Katsina,2017,2019,2019-06-18,HND Computer Science,Science,HND Computer Science,1.46,Fail,Fail out,
YCT12010,Seun Kolawole,Male,1999-09-03,23,Nigerian,Enugu,2020,2022,2022-04-14,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,0.04,Fail,Fail out,
YCT12011,Tobiloba Nwachukwu,Male,1994-08-20,26,Nigerian,Niger,2018,2020,2020-07-13,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.69,Fail,Fail out,
YCT12012,Tunde Okonkwo,Male,2004-08-26,20,Nigerian,FCT,2022,2024,2024-07-18,ND Business Administration,Management Sciences,ND Business Administration,2.22,Pass,Graduated,
YCT12013,Ibrahim Osho,Male,1994-01-24,26,Nigerian,Imo,2018,2020,2020-05-16,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.44,Fail,Fail out,
YCT12014,Hadiza Lawal,Female,2003-10-10,22,Nigerian,Kebbi,2023,2025,2025-06-28,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.73,Fail,Fail out,
YCT12015,Chinedu Echendu,Male,2000-06-05,25,Nigerian,Kano,2023,2025,2025-04-24,ND Accountancy,Management Sciences,ND Accountancy,1.13,Fail,Fail out,
YCT12016,Michael Okechukwu,Male,2000-01-21,24,Nigerian,Ondo,2022,2024,2024-05-20,HND Architecture,Environmental Design,HND Architecture,2.06,Pass,Graduated,
YCT12017,Chiamaka Abubakar,Female,1995-05-10,27,Nigerian,Zamfara,2020,2022,2022-03-23,HND Architecture,Environmental Design,HND Architecture,0.75,Fail,Fail out,
YCT12018,Yetunde Okonkwo,Female,1999-04-18,21,Nigerian,Borno,2018,2020,2020-08-07,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.94,Lower Credit,Graduated,
YCT12019,Ibrahim Osho,Male,2000-08-28,22,Nigerian,Niger,2020,2022,2022-03-14,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.05,Fail,Fail out,
YCT12020,Michael Eze,Male,1999-05-16,22,Nigerian,Ondo,2019,2021,2021-06-01,ND Architecture,Environmental Design,ND Architecture,0.9,Fail,Fail out,
YCT12021,Chinedu Eze,Male,2004-10-20,21,Nigerian,Ekiti,2023,2025,2025-02-15,HND Computer Science,Science,HND Computer Science,1.94,Fail,Fail out,
YCT12022,Amaka Okafor,Female,2005-12-12,18,Nigerian,Edo,2021,2023,2023-02-09,HND Architecture,Environmental Design,HND Architecture,1.17,Fail,Fail out,
YCT12023,Tobiloba Okafor,Male,2001-01-16,20,Nigerian,Ondo,2019,2021,2021-04-13,HND Accountancy,Management Sciences,HND Accountancy,1.3,Fail,Fail out,
YCT12024,Hadiza Ogunlana,Female,2002-09-12,23,Nigerian,Akwa Ibom,2023,2025,2025-04-17,HND Business Administration,Management Sciences,HND Business Administration,3.07,Upper Credit,Graduated,
YCT12025,Tobiloba Onyeka,Male,2000-05-19,23,Nigerian,Bauchi,2021,2023,2023-11-02,ND Accountancy,Management Sciences,ND Accountancy,1.48,Fail,Fail out,
YCT12026,Ibrahim Ibrahim,Male,2005-03-02,20,Nigerian,Cross River,2023,2025,2025-07-14,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.81,Fail,Fail out,
YCT12027,Oluseyi Ogunleye,Male,2001-11-14,19,Nigerian,Niger,2018,2020,2020-12-25,HND Business Administration,Management Sciences,HND Business Administration,0.18,Fail,Fail out,
YCT12028,Ugochi Oladele,Female,2000-10-21,22,Nigerian,Edo,2020,2022,2022-12-06,ND Accountancy,Management Sciences,ND Accountancy,2.9,Lower Credit,Graduated,
YCT12029,Emeka Ahmed,Male,2001-08-03,19,Nigerian,Kwara,2018,2020,2020-03-23,HND Business Administration,Management Sciences,HND Business Administration,0.18,Fail,Fail out,
YCT12030,Chibuzor Bello,Male,1999-11-09,20,Nigerian,Katsina,2017,2019,2019-04-27,ND Business Administration,Management Sciences,ND Business Administration,1.95,Fail,Fail out,
